Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
314,Mateus Iseppe,br BRA,MF,Atlético Mineiro,18,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,80d18f26
315,Ismael,pt POR,MF,Vitória,25,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0ea6e37d
316,Zé Ivaldo,br BRA,DF,Santos,27,1997,21,20,1799,20.0,1,0,1,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,Matches,5b6e7010
317,Ivan,br BRA,GK,Internacional,27,1997,7,7,585,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,43895807
318,Leo Jacó,br BRA,FW,Vasco da Gama,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d5d1d4a
319,Jadson,br BRA,MF,Juventude,31,1993,35,32,2831,31.5,0,2,2,0,0,0,9,0,0.00,0.06,0.06,0.00,0.06,Matches,05748af4
320,Jair,br BRA,MF,Vasco da Gama,30,1994,11,7,559,6.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f3466edc
321,Jamerson,br BRA,DF,Vitória,26,1998,12,12,1026,11.4,0,2,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,7910d817
322,Janderson,br BRA,FWMF,Vitória,25,1999,11,9,729,8.1,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,8b89c34e
323,Jandrei,br BRA,GK,Juventude,31,1993,19,19,1710,19.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,85ea4399
324,Jardiel,br BRA,FW,Grêmio,19,2005,5,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9047077
325,Léo Jardim,br BRA,GK,Vasco da Gama,29,1995,36,36,3235,35.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,f5dfc256
326,Jeffinho,br BRA,MF,Botafogo–RJ,25,1999,17,9,685,7.6,2,4,6,2,0,0,0,1,0.26,0.53,0.79,0.26,0.79,Matches,45cce300
327,Jefinho,br BRA,MF,Sport Recife,18,2006,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0215603b
328,Jefté,br BRA,MFDF,Palmeiras,21,2003,12,7,765,8.5,0,3,3,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matches,94217eae
329,Jemerson,br BRA,DF,Grêmio,32,1992,9,8,770,8.6,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,7cab69b5
330,Jemmes,br BRA,DF,Mirassol,24,2000,37,37,3273,36.4,2,0,2,2,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,341cadaf
331,Igor Jesus,br BRA,FWMF,Botafogo–RJ,23,2001,10,10,875,9.7,3,1,4,3,0,0,0,0,0.31,0.10,0.41,0.31,0.41,Matches,dbe24cce
332,Maykon Jesus,br BRA,DFMF,Vitória,19,2005,9,8,766,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,37ef00eb
333,Jhon Jhon,br BRA,MF,RB Bragantino,22,2002,34,34,2844,31.6,10,7,17,7,3,3,11,0,0.32,0.22,0.54,0.22,0.44,Matches,f82517a8
334,John,br BRA,GK,Botafogo–RJ,28,1996,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,33a235af
335,Felipe Jonatan,br BRA,DF,Mirassol,26,1998,7,4,440,4.9,0,1,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches,0102ca7f
336,Jonathan,br BRA,DF,Cruzeiro,20,2004,13,10,798,8.9,0,1,1,0,0,0,1,1,0.00,0.11,0.11,0.00,0.11,Matches,a25c009d
337,Kaio Jorge,br BRA,FW,Cruzeiro,23,2002,33,33,2588,28.8,21,8,29,20,1,2,4,1,0.73,0.28,1.01,0.70,0.97,Matches,0cf465f2
338,Jorginho,it ITA,MF,Flamengo,33,1991,18,15,1357,15.1,3,1,4,0,3,3,5,0,0.20,0.07,0.27,0.00,0.07,Matches,45db685d
339,José,br BRA,MF,Cruzeiro,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59b55d8c
340,Willian José,br BRA,FW,Bahia,33,1991,33,28,2115,23.5,11,6,17,8,3,5,3,0,0.47,0.26,0.72,0.34,0.60,Matches,d87e2cae
341,Joshua,br BRA,MF,Flamengo,17,2007,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04347cef
342,Luciano Juba,br BRA,DF,Bahia,25,1999,35,33,2877,32.0,6,4,10,6,0,0,2,0,0.19,0.13,0.31,0.19,0.31,Matches,c2abc321
343,Juninho,br BRA,FW,Flamengo,28,1996,15,2,378,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches,d51bd6c5
344,Juninho,br BRA,DF,Internacional,29,1995,20,18,1505,16.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,72c01cfb
345,Kauê Junior,br BRA,FW,Bahia,15,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c8f7804
346,Robinho Junior,br BRA,MFFW,Santos,17,2007,15,2,352,3.9,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,5042b172
347,Wanderson Junior,br BRA,DF,Flamengo,17,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d8e0299
348,Lucas Kal,br BRA,MFDF,Sport Recife,28,1996,13,11,861,9.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,33ed689d
349,Walter Kannemann,ar ARG,DF,Grêmio,33,1991,20,19,1723,19.1,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,5b37f2f8
350,Kanu,br BRA,DF,Bahia,27,1997,7,7,513,5.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,fefa9b9a
351,Kauê,br BRA,GK,Corinthians,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,456ce27f
352,Kayke,br BRA,MFFW,Corinthians,20,2004,8,4,358,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,ce705c56
353,Kayke,br BRA,FW,Fortaleza,18,2006,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ac0a127f
354,Renato Kayser,br BRA,FW,Vitória,28,1996,30,25,2083,23.1,9,0,9,8,1,1,3,0,0.39,0.00,0.39,0.35,0.35,Matches,c7495dda
355,Kenji,br BRA,FW,Cruzeiro,19,2006,3,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,492ade3c
356,John Kennedy,br BRA,FW,Fluminense,22,2002,17,6,626,7.0,2,1,3,1,1,1,1,0,0.29,0.14,0.43,0.14,0.29,Matches,132880e0
357,Keno,br BRA,MF,Fluminense,35,1989,18,4,509,5.7,1,2,3,1,0,0,1,0,0.18,0.35,0.53,0.18,0.53,Matches,98558c11
358,Kevyson,br BRA,MF,Santos,20,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1115f8aa
359,Kevyson,br BRA,DF,Sport Recife,20,2004,9,1,268,3.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1115f8aa
360,Khellven,br BRA,DFMF,Palmeiras,23,2001,13,12,975,10.8,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,cf18ab1b
361,Gabriel Knesowitsch,br BRA,DF,Mirassol,21,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,11cc9108
362,Benjamín Kuscevic,cl CHI,DF,Fortaleza,28,1996,20,19,1707,19.0,1,0,1,1,0,0,3,1,0.05,0.00,0.05,0.05,0.05,Matches,9edddc34
363,Derik Lacerda,br BRA,FW,Sport Recife,25,1999,17,17,1446,16.1,6,0,6,5,1,1,8,0,0.37,0.00,0.37,0.31,0.31,Matches,d028bfe9
364,Ignacio Laquintana,uy URU,MF,RB Bragantino,25,1999,23,13,1017,11.3,4,3,7,4,0,0,1,0,0.35,0.27,0.62,0.35,0.62,Matches,2517fe3c
365,Larson,br BRA,MF,Palmeiras,19,2005,2,1,73,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,93175c23
366,Joaquín Lavega,uy URU,FW,Fluminense,19,2005,2,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c67a5e1d
367,Leandrinho,br BRA,DF,Vasco da Gama,19,2005,2,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c27450ec
368,Helton Leite,br BRA,GK,Fortaleza,34,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e8918589
369,Lelê,br BRA,FW,Ceará,27,1997,7,0,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,467aed9b
370,Mauricio Lemos,uy URU,DF,Vasco da Gama,29,1995,4,3,243,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dbe5a587
371,Rubén Lezcano,py PAR,MF,Fluminense,20,2004,4,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d5351e90
372,Lima,br BRA,MF,Fluminense,28,1996,28,12,1094,12.2,2,1,3,2,0,0,3,0,0.16,0.08,0.25,0.16,0.25,Matches,d215c7de
373,Lucas Lima,br BRA,MF,Sport Recife,34,1990,33,30,2550,28.3,3,7,10,2,1,1,11,0,0.11,0.25,0.35,0.07,0.32,Matches,49d03337
374,Lucas Lima,br BRA,MF,Ceará,24,2000,11,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4c45622
375,Leonardo Linck,br BRA,GK,Botafogo–RJ,23,2001,17,16,1486,16.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bc30a70d
376,Kauan Lindes,br BRA,MF,Botafogo–RJ,21,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a80fe10c
377,Samuel Lino,br BRA,MF,Flamengo,25,1999,21,19,1394,15.5,4,5,9,4,0,0,1,0,0.26,0.32,0.58,0.26,0.58,Matches,2a295d33
378,Lenny Lobato,br BRA,MFFW,Sport Recife,23,2001,7,2,244,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c514884
379,David Loiola,br BRA,DF,Botafogo–RJ,22,2002,22,20,1830,20.3,1,1,2,1,0,0,3,2,0.05,0.05,0.10,0.05,0.10,Matches,eddf365e
380,Marcelo Lomba,br BRA,GK,Palmeiras,38,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4835e3c
381,Felipe Longo,br BRA,GK,Corinthians,19,2005,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e671b482
382,Guilherme Lopes,br BRA,DF,RB Bragantino,22,2002,11,7,640,7.1,1,1,2,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches,54974698
383,Flaco López,ar ARG,FWMF,Palmeiras,24,2000,33,22,1999,22.2,12,2,14,10,2,2,5,0,0.54,0.09,0.63,0.45,0.54,Matches,e1426a52
384,Renzo López,uy URU,FW,Vitória,30,1994,23,5,651,7.2,1,0,1,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,675cf0be
385,Lourenço,br BRA,MF,Ceará,27,1997,33,15,1386,15.4,2,1,3,2,0,1,4,0,0.13,0.06,0.19,0.13,0.19,Matches,c9f9210f
386,Lucão,br BRA,GK,RB Bragantino,23,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ebb5a0df
387,Ayrton Lucas,br BRA,DF,Flamengo,27,1997,18,13,1231,13.7,2,0,2,2,0,0,5,0,0.15,0.00,0.15,0.15,0.15,Matches,db90b737
388,Jean Lucas,br BRA,MF,Bahia,26,1998,34,33,2674,29.7,3,1,4,3,0,0,3,2,0.10,0.03,0.13,0.10,0.13,Matches,a99138af
389,João Lucas,br BRA,DF,Grêmio,26,1998,10,5,506,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,289dc81e
390,Zé Lucas,br BRA,MF,Sport Recife,16,2008,24,21,1596,17.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,310649fd
391,Lucca,br BRA,FW,Ceará,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3604b27
392,Lucca,br BRA,FW,Internacional,21,2003,4,1,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3604b27
393,Luciano,br BRA,FWMF,São Paulo,31,1993,32,24,2105,23.4,9,4,13,8,1,2,10,0,0.38,0.17,0.56,0.34,0.51,Matches,24ce161c
394,Lucio,br BRA,MF,Flamengo,17,2007,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5aa1b17
395,Luighi,br BRA,MFFW,Palmeiras,18,2006,11,2,339,3.8,1,0,1,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,f6202ded
396,José Luis Rodríguez,uy URU,DF,Vasco da Gama,27,1997,25,15,1446,16.1,2,2,4,2,0,0,0,0,0.12,0.12,0.25,0.12,0.25,Matches,6f1a7f76
397,Victor Luis,br BRA,MFDF,Vasco da Gama,31,1993,7,2,273,3.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,cc68c4d3
398,Luisão,br BRA,DF,Santos,21,2003,6,5,438,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fddae996
399,David Luiz,br BRA,DF,Fortaleza,37,1987,7,4,399,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c0e27d1a
400,Guilherme Luiz,br BRA,FW,Ceará,19,2005,7,0,148,1.6,0,1,1,0,0,0,1,0,0.00,0.61,0.61,0.00,0.61,Matches,2260e4ac
401,Lyanco,br BRA,DF,Atlético Mineiro,27,1997,17,17,1410,15.7,0,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00,Matches,b5bf1770
402,Everton Maceió,br BRA,MF,Mirassol,21,2003,6,1,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5823de33
403,Willian Machado,br BRA,DF,Ceará,28,1996,36,36,3219,35.8,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches,afb23fa3
404,Talles Magno,br BRA,MFFW,Corinthians,22,2002,24,10,961,10.7,1,1,2,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,Matches,64c98878
405,Magrão,br BRA,GK,Fortaleza,24,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4bc2a77c
406,Gustavo Maia,br BRA,FW,Sport Recife,24,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b36fed1d
407,Pablo Maia,br BRA,MF,São Paulo,23,2002,25,17,1471,16.3,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,3a243771
408,Thiago Maia,br BRA,MF,Internacional,27,1997,31,25,1980,22.0,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,Matches,91e58f66
409,Maik,br BRA,MFDF,São Paulo,20,2005,9,8,607,6.7,2,2,4,2,0,0,3,0,0.30,0.30,0.59,0.30,0.59,Matches,f11cb3b7
410,Mailton,br BRA,MF,São Paulo,26,1998,8,3,388,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d147e379
411,Léo Mana,br BRA,DF,Corinthians,20,2004,4,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d7a180bc
412,Gustavo Mancha,br BRA,DF,Fortaleza,20,2004,13,13,1029,11.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,d618c9b3
413,Eros Mancuso,ar ARG,DF,Fortaleza,25,1999,30,27,2377,26.4,1,3,4,1,0,0,6,0,0.04,0.11,0.15,0.04,0.15,Matches,e2d40bc5
414,Luis Mandaca,br BRA,MFFW,Juventude,23,2001,32,29,2445,27.2,2,1,3,2,0,0,7,1,0.07,0.04,0.11,0.07,0.11,Matches,e5d0ea65
415,Manoel,br BRA,DF,Fluminense,34,1990,5,4,345,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12748e35
416,Elias Manoel,br BRA,FW,Botafogo–RJ,23,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f19cbe0
417,Fernando Marçal,br BRA,DF,Botafogo–RJ,35,1989,15,11,1009,11.2,5,0,5,5,0,0,5,0,0.45,0.00,0.45,0.45,0.45,Matches,9ae9eaea
418,Marcão,br BRA,GK,Juventude,32,1992,6,5,495,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a6cb3a8
419,João Marcelo,br BRA,DF,Cruzeiro,24,2000,4,2,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e18b8c9e
420,João Marcelo,br BRA,FW,Atlético Mineiro,19,2005,7,0,68,0.8,1,1,2,1,0,0,0,0,1.32,1.32,2.65,1.32,2.65,Matches,e8ed7091
421,Zé Marcos,br BRA,DF,Vitória,26,1998,28,26,2426,27.0,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches,7b9ab588
422,Marinho,br BRA,FWMF,Fortaleza,34,1990,17,8,710,7.9,1,2,3,1,0,0,3,1,0.13,0.25,0.38,0.13,0.38,Matches,c077c735
423,Marlon,br BRA,DF,Cruzeiro,27,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,63969d01
424,Marlon,br BRA,FW,Juventude,20,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,026c9d63
425,Marlon,br BRA,DF,Grêmio,27,1997,31,31,2765,30.7,1,2,3,1,0,0,8,0,0.03,0.07,0.10,0.03,0.10,Matches,63969d01
426,Gustavo Marques,br BRA,DF,RB Bragantino,23,2001,14,9,900,10.0,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,b4fce835
427,Igor Marques,br BRA,MFDF,Juventude,26,1999,19,15,1424,15.8,2,2,4,2,0,0,1,1,0.13,0.13,0.25,0.13,0.25,Matches,8b364abd
428,Lucca Marques,br BRA,MF,São Paulo,17,2007,8,2,318,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1d6ffbb1
429,Renato Marques,br BRA,FW,Mirassol,21,2003,7,3,261,2.9,1,0,1,1,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches,838d1215
430,Marquinhos,br BRA,MF,Cruzeiro,21,2003,17,2,384,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,59878425
431,Marquinhos,br BRA,DF,Botafogo–RJ,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5fb8eee5
432,Juan Martín Lucero,ar ARG,FW,Fortaleza,33,1991,27,16,1409,15.7,3,1,4,3,0,1,6,0,0.19,0.06,0.26,0.19,0.26,Matches,18a3f871
433,Martinelli,br BRA,MF,Fluminense,23,2001,33,32,2721,30.2,3,2,5,3,0,0,6,0,0.10,0.07,0.17,0.10,0.17,Matches,2b124c8c
434,Alejandro Martínez,ar ARG,FWMF,Ceará,27,1997,2,0,49,0.5,0,1,1,0,0,0,0,0,0.00,1.84,1.84,0.00,1.84,Matches,26f76d7b
435,Emiliano Martínez,uy URU,MFDF,Palmeiras,25,1999,25,17,1516,16.8,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,52061089
436,Emmanuel Martínez,ar ARG,MF,Fortaleza,30,1994,14,8,741,8.2,1,1,2,1,0,0,6,0,0.12,0.12,0.24,0.12,0.24,Matches,74758396
437,Adriano Martins,br BRA,DF,Juventude,27,1997,5,5,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,35ba6188
438,Andre Martins,br BRA,FW,Grêmio,23,2001,25,6,793,8.8,5,2,7,5,0,0,3,0,0.57,0.23,0.79,0.57,0.79,Matches,56224aa6
439,Matheus Martins,br BRA,MF,Botafogo–RJ,21,2003,15,6,654,7.3,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches,73fd2787
440,Gustavo Martins Santos,br BRA,DF,Grêmio,22,2002,19,15,1320,14.7,2,0,2,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,ae03ce49
441,Gonzalo Mastriani,uy URU,FW,Botafogo–RJ,31,1993,12,3,288,3.2,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches,b4339e2b
442,Matheusinho,br BRA,MFFW,Sport Recife,26,1998,25,22,1653,18.4,2,2,4,2,0,0,1,1,0.11,0.11,0.22,0.11,0.22,Matches,74f5a96d
443,Matheusinho,br BRA,MF,Vitória,27,1997,29,18,1768,19.6,4,1,5,2,2,2,5,1,0.20,0.05,0.25,0.10,0.15,Matches,91c2ee76
444,Matheuzinho,br BRA,DFMF,Corinthians,24,2000,31,28,2632,29.2,2,3,5,2,0,0,12,0,0.07,0.10,0.17,0.07,0.17,Matches,2a5bc0cd
445,Ricardo Mathias,br BRA,FW,Internacional,18,2006,22,7,809,9.0,5,1,6,5,0,0,1,0,0.56,0.11,0.67,0.56,0.67,Matches,cebd5c05
446,Mauricio,py PAR,MFFW,Palmeiras,23,2001,29,18,1598,17.8,3,7,10,3,0,0,1,0,0.17,0.39,0.56,0.17,0.56,Matches,bf4cbc22
447,Maycon,br BRA,MF,Corinthians,27,1997,25,16,1491,16.6,3,0,3,2,1,1,4,0,0.18,0.00,0.18,0.12,0.12,Matches,005ca692
448,Mayke,br BRA,DF,Santos,32,1992,12,9,821,9.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,47431289
449,Mayke,br BRA,DFMF,Palmeiras,32,1992,3,3,211,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,47431289
450,Luca Meirelles,br BRA,DF,Santos,17,2007,7,0,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a0860c1e
451,Arthur Melo,br BRA,MF,Grêmio,28,1996,13,13,1082,12.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,48b3dd60
452,Memphis,nl NED,FW,Corinthians,30,1994,23,17,1544,17.2,6,3,9,5,1,2,4,0,0.35,0.17,0.52,0.29,0.47,Matches,8f696594
453,Nathan Mendes,br BRA,DF,RB Bragantino,22,2002,19,12,1158,12.9,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,c5aa7b35
454,Thiago Mendes,br BRA,MF,Vasco da Gama,32,1992,8,3,300,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c6e5d20f
455,Vinicius Mendonça,br BRA,MF,RB Bragantino,20,2004,23,11,1039,11.5,0,3,3,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches,47a333ad
456,Jean Meneses,cl CHI,FWMF,Vasco da Gama,31,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc7acc74
457,Ramon Menezes Roma,br BRA,DF,Sport Recife,29,1995,23,22,1876,20.8,1,0,1,1,0,0,6,1,0.05,0.00,0.05,0.05,0.05,Matches,eab48ffb
458,Gabriel Menino,br BRA,MFDF,Atlético Mineiro,24,2000,23,9,889,9.9,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches,01819e70
459,Gabriel Mercado,ar ARG,DF,Internacional,37,1987,14,13,1195,13.3,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,bf97c188
460,Micael,br BRA,DF,Palmeiras,24,2000,16,15,1295,14.4,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,ea95d7a6
461,Michael,br BRA,MF,Flamengo,28,1996,15,6,621,6.9,1,3,4,1,0,0,0,0,0.14,0.43,0.58,0.14,0.58,Matches,f523d00b
462,Carlos Miguel,br BRA,GK,Palmeiras,26,1998,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,84454067
463,Fernando Miguel,br BRA,GK,Ceará,39,1985,8,7,657,7.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f1f06658
464,Moises,br BRA,MFFW,Fortaleza,28,1996,12,3,385,4.3,0,1,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches,ddd07a25
465,Miguel Monsalve,co COL,MFFW,Grêmio,20,2004,9,2,297,3.3,0,1,1,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches,a2f7f47c
466,Álvaro Montoro,ar ARG,MF,Botafogo–RJ,17,2007,16,10,936,10.4,3,3,6,3,0,0,3,0,0.29,0.29,0.58,0.29,0.58,Matches,4c55ed86
467,Kauã Moraes,br BRA,DF,Cruzeiro,18,2006,5,2,197,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,936f721d
468,Aníbal Moreno,ar ARG,MF,Palmeiras,25,1999,28,19,1805,20.1,0,1,1,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,Matches,0c0f1cd3
469,Santiago Moreno,co COL,MF,Fluminense,24,2000,5,2,154,1.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3261d0e4
470,Henry Mosquera,co COL,MF,RB Bragantino,23,2001,17,8,771,8.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be206004
471,Hugo Moura,br BRA,MFDF,Vasco da Gama,27,1998,33,28,2411,26.8,0,1,1,0,0,0,6,2,0.00,0.04,0.04,0.00,0.04,Matches,14100165
472,Lucas Moura,br BRA,FWMF,São Paulo,32,1992,11,4,451,5.0,2,0,2,1,1,1,0,0,0.40,0.00,0.40,0.20,0.20,Matches,2b622f01
473,Neto Moura,br BRA,MF,Mirassol,28,1996,34,31,2428,27.0,1,0,1,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,Matches,28fd3b9e
474,Lucas Mugni,ar ARG,MF,Ceará,33,1992,33,22,1714,19.0,2,6,8,2,0,0,5,0,0.11,0.32,0.42,0.11,0.42,Matches,f87818d3
