Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
635,Daniel Sales,br BRA,DF,Flamengo,18,2006,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,098f9d54
636,Rodrigo Sam,br BRA,DF,Juventude,29,1995,18,16,1457,16.2,1,0,1,1,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches,06c06e58
637,Mateo Sanabria,ar ARG,MF,Bahia,20,2004,10,7,569,6.3,1,0,1,1,0,0,3,1,0.16,0.00,0.16,0.16,0.16,Matches,85d69267
638,Alex Sandro,br BRA,DF,Flamengo,34,1991,20,19,1544,17.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0d82903c
639,Agustín Sant'Anna,uy URU,DF,RB Bragantino,27,1997,11,6,523,5.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a680fc25
640,Alex Santana,br BRA,MF,Corinthians,29,1995,3,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e75dc411
641,Alex Santana,br BRA,MF,Grêmio,29,1995,8,4,389,4.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,e75dc411
642,Ademir Santos,br BRA,FWMF,Bahia,29,1995,30,26,1971,21.9,2,6,8,2,0,0,7,0,0.09,0.27,0.37,0.09,0.37,Matches,4b7d58c2
643,Danilo Santos,br BRA,MF,Botafogo–RJ,23,2001,13,10,827,9.2,1,3,4,1,0,0,2,0,0.11,0.33,0.44,0.11,0.44,Matches,a816dbfb
644,Eduardo Santos,br BRA,DF,RB Bragantino,27,1997,8,2,319,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d226094c
645,Júnior Santos,br BRA,FW,Atlético Mineiro,30,1994,16,1,361,4.0,2,0,2,2,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches,9109e933
646,Rodrigo Santos,br BRA,MF,Fortaleza,24,2000,8,2,225,2.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,657810ed
647,Renzo Saravia,ar ARG,DFMF,Atlético Mineiro,31,1993,19,12,1065,11.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,cf316639
648,Eduardo Sasha,br BRA,FWMF,RB Bragantino,32,1992,33,30,2246,25.0,8,3,11,5,3,3,8,1,0.32,0.12,0.44,0.20,0.32,Matches,b938b871
649,Lucas Sasha,br BRA,MF,Fortaleza,34,1990,31,31,2612,29.0,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,2e2ec9cf
650,Jefferson Savarino,ve VEN,MF,Botafogo–RJ,28,1996,27,24,1917,21.3,4,3,7,4,0,0,2,0,0.19,0.14,0.33,0.19,0.33,Matches,91721722
651,Kike Saverio,es ESP,MF,Vitória,25,1999,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1af67930
652,Gustavo Scarpa,br BRA,MF,Atlético Mineiro,31,1994,36,25,2302,25.6,1,3,4,1,0,0,3,0,0.04,0.12,0.16,0.04,0.16,Matches,2964fd20
653,João Scatolin,br BRA,MF,Juventude,16,2008,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68818eca
654,João Schmidt,br BRA,MF,Santos,31,1993,31,25,2153,23.9,2,2,4,2,0,0,7,0,0.08,0.08,0.17,0.08,0.17,Matches,3630db1a
655,Davi Schuindt,br BRA,DF,Fluminense,20,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,394256c4
656,Cleiton Schwengber,br BRA,GK,RB Bragantino,27,1997,34,34,3060,34.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,d24ae824
657,Paulo Sérgio,br BRA,FW,São Paulo,19,2005,3,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a99d316c
658,Kevin Serna,co COL,MF,Fluminense,27,1997,33,25,2086,23.2,7,5,12,7,0,0,3,0,0.30,0.22,0.52,0.30,0.52,Matches,f3cc4a6e
659,Igor Serrote,br BRA,DF,Grêmio,19,2005,7,6,512,5.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9331bda6
660,Juan Sforza,ar ARG,MF,Juventude,22,2002,8,2,272,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff112582
661,Juan Sforza,ar ARG,MF,Vasco da Gama,22,2002,2,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff112582
662,Shaylon,br BRA,MF,Mirassol,27,1997,13,3,439,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,69c11ef0
663,Aderlan Silva,br BRA,DFMF,Sport Recife,34,1990,14,10,920,10.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,48371573
664,Aderlan Silva,br BRA,DF,Santos,34,1990,2,1,87,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,48371573
665,André Silva,br BRA,FW,São Paulo,27,1997,20,15,1357,15.1,5,2,7,4,1,1,5,0,0.33,0.13,0.46,0.27,0.40,Matches,dde93e2c
666,Gustavo Silva,br BRA,MFFW,Vitória,27,1997,10,6,480,5.3,0,2,2,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches,c9ed46c4
667,João Silva,pt POR,DF,Sport Recife,26,1999,14,10,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3990d93a
668,Luan Silva,br BRA,MF,São Paulo,25,1999,6,2,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12a226cf
669,Lucas Silva,br BRA,MF,Cruzeiro,31,1993,34,32,2751,30.6,2,2,4,2,0,0,8,0,0.07,0.07,0.13,0.07,0.13,Matches,1c646218
670,Matheus Pereira da Silva,br BRA,MF,Fortaleza,26,1998,19,15,1285,14.3,1,3,4,1,0,0,4,1,0.07,0.21,0.28,0.07,0.28,Matches,bef22bc4
671,Patrick Silva,br BRA,MF,Atlético Mineiro,20,2004,3,2,224,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d6667807
672,Thiago Silva,br BRA,DF,Fluminense,40,1984,25,24,2157,24.0,2,0,2,2,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,86e7deaf
673,Vinicius Silvestre,br BRA,GK,Fortaleza,30,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1944518a
674,Luis Sinisterra,co COL,MF,Cruzeiro,25,1999,11,2,326,3.6,2,1,3,2,0,0,0,0,0.55,0.28,0.83,0.55,0.83,Matches,8e16dd48
675,Cédric Soares,pt POR,MFDF,São Paulo,33,1991,25,22,1889,21.0,0,3,3,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,839c14e1
676,Everton Soares,br BRA,MF,Flamengo,28,1996,23,9,874,9.7,1,3,4,1,0,0,0,0,0.10,0.31,0.41,0.10,0.41,Matches,b1cbc666
677,Tiquinho Soares,br BRA,FW,Santos,34,1991,27,13,1252,13.9,2,3,5,0,2,2,3,0,0.14,0.22,0.36,0.00,0.22,Matches,4d982baf
678,Fernando Sobral,br BRA,MF,Ceará,30,1994,30,17,1504,16.7,1,0,1,1,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches,c012aacd
679,Ramón Sosa,py PAR,MFFW,Palmeiras,25,1999,23,6,876,9.7,3,3,6,3,0,0,0,0,0.31,0.31,0.62,0.31,0.62,Matches,2d3417a1
680,Yeferson Soteldo,ve VEN,MF,Santos,27,1997,5,3,326,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bbb6c951
681,Yeferson Soteldo,ve VEN,MF,Fluminense,27,1997,17,3,496,5.5,2,2,4,2,0,0,0,0,0.36,0.36,0.73,0.36,0.73,Matches,bbb6c951
682,Souza,br BRA,DF,Santos,18,2006,24,19,1639,18.2,1,2,3,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,Matches,10b0c6f4
683,Fabiano Souza,br BRA,DF,Ceará,24,2000,34,34,2907,32.3,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,f5e7fdf9
684,Gabriel Souza,br BRA,MF,Vasco da Gama,20,2005,12,0,136,1.5,2,0,2,2,0,0,0,0,1.32,0.00,1.32,1.32,1.32,Matches,56a85c3b
685,Hugo Souza,br BRA,GK,Corinthians,26,1999,26,26,2340,26.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,c02e5af1
686,Igor Vinícius de Souza,br BRA,MFDF,São Paulo,27,1997,3,2,164,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ec95088d
687,Igor Vinícius de Souza,br BRA,DF,Santos,27,1997,20,15,1302,14.5,0,2,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches,ec95088d
688,Raul Steffens,br BRA,GK,Botafogo–RJ,27,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,32e3faa6
689,Everaldo Stum,br BRA,FW,Fluminense,33,1991,28,15,1352,15.0,2,0,2,2,0,1,2,0,0.13,0.00,0.13,0.13,0.13,Matches,0ac3d7d8
690,Bruno Tabata,br BRA,MFFW,Internacional,27,1997,24,12,1073,11.9,3,0,3,2,1,1,4,1,0.25,0.00,0.25,0.17,0.17,Matches,33fdf90d
691,Gabriel Taliari,br BRA,FWMF,Juventude,27,1997,34,28,2296,25.5,8,4,12,8,0,0,7,0,0.31,0.16,0.47,0.31,0.47,Matches,75a16442
692,Gonzalo Tapia,cl CHI,FW,São Paulo,22,2002,20,12,1117,12.4,5,0,5,5,0,0,4,0,0.40,0.00,0.40,0.40,0.40,Matches,cdbd6b8a
693,Tchê Tchê,br BRA,MF,Vasco da Gama,32,1992,29,24,2000,22.2,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,5f2caf8f
694,Alex Teixeira,br BRA,FWMF,Vasco da Gama,35,1990,9,0,118,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ae530c73
695,Alex Telles,br BRA,DF,Botafogo–RJ,32,1992,27,22,1690,18.8,5,4,9,1,4,4,3,0,0.27,0.21,0.48,0.05,0.27,Matches,e73c9bb2
696,Douglas Telles,br BRA,MF,Flamengo,17,2007,2,1,84,0.9,2,0,2,2,0,0,0,0,2.14,0.00,2.14,2.14,2.14,Matches,2303801d
697,Thaciano,br BRA,MFFW,Santos,29,1995,19,5,614,6.8,3,0,3,3,0,0,2,0,0.44,0.00,0.44,0.44,0.44,Matches,139113e4
698,Thalys,br BRA,FW,Palmeiras,19,2005,2,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6b3abf3
699,Thiago,br BRA,GK,Vitória,25,1999,9,8,785,8.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,602d20ae
700,Rafael Thyere,br BRA,DF,Sport Recife,31,1993,24,24,2106,23.4,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,e2a29d9d
701,Tiago,br BRA,FW,Bahia,19,2005,25,5,902,10.0,3,2,5,3,0,0,2,0,0.30,0.20,0.50,0.30,0.50,Matches,77ee5b27
702,Guilherme Tinga,br BRA,DF,Fortaleza,31,1993,11,8,752,8.4,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,a8331ab0
703,Titi,br BRA,DF,Fortaleza,36,1988,3,3,269,3.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,ea41ddf7
704,Kauan Toledo,br BRA,FW,Botafogo–RJ,18,2006,2,0,7,0.1,0,1,1,0,0,0,1,0,0.00,12.86,12.86,0.00,12.86,Matches,2cc7bb98
705,Rafael Tolói,it ITA,DF,São Paulo,34,1990,7,6,499,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c56dc39e
706,Félix Torres Caicedo,ec ECU,DF,Corinthians,28,1997,10,8,647,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c0a8860f
707,Facundo Torres,uy URU,MFFW,Palmeiras,24,2000,29,20,1665,18.5,6,3,9,6,0,0,3,0,0.32,0.16,0.49,0.32,0.49,Matches,4de3b2c0
708,Bruno Tubarão,br BRA,DFMF,Ceará,29,1995,7,0,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5411ef4f
709,Enner Valencia,ec ECU,FW,Internacional,35,1989,14,7,628,7.0,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches,fb485406
710,Vanderlan,br BRA,DFMF,Palmeiras,22,2002,3,3,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd8432ff
711,Vanderlan,br BRA,DF,RB Bragantino,22,2002,14,12,1055,11.7,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,bd8432ff
712,Guillermo Varela,uy URU,DF,Flamengo,31,1993,20,14,1325,14.7,0,4,4,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches,5c961282
713,Pablo Vegetti,ar ARG,FW,Vasco da Gama,36,1988,35,27,2335,25.9,14,1,15,11,3,3,3,0,0.54,0.04,0.58,0.42,0.46,Matches,06cc28cd
714,Raphael Veiga,br BRA,MF,Palmeiras,29,1995,25,13,1067,11.9,2,4,6,1,1,1,3,0,0.17,0.34,0.51,0.08,0.42,Matches,6e5a3bc7
715,Fausto Vera,ar ARG,MF,Atlético Mineiro,24,2000,18,15,1127,12.5,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,8b3b381b
716,Gabriel Veron,br BRA,MF,Santos,22,2002,6,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bc49da7
717,Gabriel Veron,br BRA,FWMF,Juventude,22,2002,13,7,639,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bc49da7
718,João Victor,br BRA,DF,Vasco da Gama,26,1998,16,16,1435,15.9,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,d60cf08d
719,João Victor,br BRA,DF,Mirassol,27,1997,34,34,3059,34.0,2,1,3,2,0,0,8,1,0.06,0.03,0.09,0.06,0.09,Matches,d6d0c8bb
720,João Victor,br BRA,FW,Ceará,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e78d763e
721,João Victor,br BRA,DF,Flamengo,18,2007,4,3,194,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0eaa0f26
722,Marcos Victor,br BRA,DF,Ceará,23,2001,15,15,1343,14.9,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,d714fc5a
723,Lucas Vieira,br BRA,MF,Flamengo,17,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,534f5cca
724,Viery,br BRA,DF,Grêmio,20,2005,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,73bec74e
725,Lucas Villalba,ar ARG,DF,Cruzeiro,30,1994,32,32,2864,31.8,1,0,1,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,Matches,2dc5144f
726,Mathías Villasanti,py PAR,MF,Grêmio,28,1997,16,14,1150,12.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,05b642f7
727,Matías Viña,uy URU,DF,Flamengo,27,1997,8,2,281,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,08eb3b58
728,Vinícius,br BRA,MF,Ceará,33,1991,16,5,567,6.3,0,1,1,0,0,0,2,1,0.00,0.16,0.16,0.00,0.16,Matches,ee01c84d
729,Alix Vinicius,br BRA,DF,RB Bragantino,25,1999,11,9,862,9.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2083298b
730,Carlos Vinícius,br BRA,FW,Grêmio,29,1995,14,12,942,10.5,12,1,13,9,3,3,3,1,1.15,0.10,1.24,0.86,0.96,Matches,8b529245
731,Vitão,br BRA,DF,Internacional,24,2000,31,31,2719,30.2,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,d4f034db
732,Vitinho,br BRA,FW,Corinthians,31,1993,12,4,479,5.3,0,3,3,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,Matches,a9e68c94
733,Vitinho,br BRA,DF,Botafogo–RJ,25,1999,36,34,2831,31.5,1,2,3,1,0,0,3,0,0.03,0.06,0.10,0.03,0.10,Matches,9295dc1c
734,Vitinho,br BRA,MFFW,Internacional,25,1999,27,20,1679,18.7,5,1,6,5,0,0,4,0,0.27,0.05,0.32,0.27,0.32,Matches,06d4b2e4
735,Zé Vitor,br BRA,MF,Mirassol,24,2000,2,0,25,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,11283939
736,Tiago Volpi,br BRA,GK,Grêmio,34,1990,32,32,2880,32.0,2,0,2,0,2,2,2,0,0.06,0.00,0.06,0.00,0.00,Matches,fba79ac8
737,Wagner,br BRA,DF,Grêmio,25,1999,29,26,2369,26.3,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,25b28b59
738,Walace,br BRA,MF,Cruzeiro,29,1995,17,4,384,4.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,26db8853
739,Wallace,br BRA,FW,Flamengo,19,2005,17,4,443,4.9,1,2,3,1,0,0,5,1,0.20,0.41,0.61,0.20,0.61,Matches,b83bc030
740,Walter,br BRA,GK,Mirassol,37,1987,31,31,2790,31.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,8bae322b
741,Wanderson,br BRA,MF,Cruzeiro,30,1994,27,25,1792,19.9,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,5da33b33
742,Deivid Washington,br BRA,FW,Santos,19,2005,17,5,557,6.2,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,95bd120d
743,José Welison,br BRA,MF,Fortaleza,29,1995,9,4,437,4.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b6cb4d16
744,João Wellington,br BRA,MF,Cruzeiro,21,2004,5,1,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,62e02b9b
745,Wendell,br BRA,MF,Vitória,19,2005,1,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ad5524cf
746,Wendell,br BRA,MFDF,São Paulo,31,1993,16,11,838,9.3,0,1,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches,f9acca3a
747,Wesley,br BRA,DF,Flamengo,21,2003,11,11,982,10.9,1,2,3,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,Matches,f2c49c79
748,Wesley,br BRA,MFFW,Internacional,25,1999,18,16,1233,13.7,0,3,3,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches,434de3a3
749,Weverson,br BRA,DF,Fortaleza,24,2000,4,2,219,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9829bf7
750,Wéverton,br BRA,GK,Palmeiras,37,1987,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,81be82e9
751,William,br BRA,DF,Cruzeiro,29,1995,30,25,2281,25.3,0,6,6,0,0,0,4,1,0.00,0.24,0.24,0.00,0.24,Matches,d4d0a9ad
752,Willian,br BRA,MF,Vitória,31,1993,20,16,1411,15.7,1,0,1,1,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches,96f82d0a
753,Willian,br BRA,MF,Grêmio,36,1988,6,4,308,3.4,1,2,3,0,1,1,0,0,0.29,0.58,0.88,0.00,0.58,Matches,8b9ebd03
754,Estêvão Willian,br BRA,MFFW,Palmeiras,17,2007,11,9,831,9.2,0,3,3,0,0,0,3,0,0.00,0.32,0.32,0.00,0.32,Matches,2eda11b1
755,Mateus Xavier,br BRA,MF,Santos,17,2007,3,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,55cc2965
756,Samuel Xavier,br BRA,DF,Fluminense,34,1990,29,26,2385,26.5,4,1,5,4,0,0,5,0,0.15,0.04,0.19,0.15,0.19,Matches,0c870df5
757,Yago,br BRA,FW,Internacional,17,2007,2,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2406d8a9
758,Yago,br BRA,MF,Mirassol,29,1995,19,8,630,7.0,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches,e2add0e7
759,Young,br BRA,GK,São Paulo,22,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be817fc6
760,Vinícius Zanocelo,br BRA,MF,Ceará,24,2001,15,12,1087,12.1,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,27457e83
761,Lukas Zuccarello,br BRA,MF,Vasco da Gama,18,2006,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ad792e99
