Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
177,Alexis Duarte,py PAR,DF,Santos,24,2000,5,5,405,4.5,0,0,0,0,0,0,1,0,0,7,4,0,3,3,4,,,0
178,David Duarte,br BRA,DF,Bahia,30,1995,25,24,2207,24.5,1,1,2,1,0,0,4,0,0,20,8,2,0,16,13,,,0
179,Dudu,br BRA,MFFW,Cruzeiro,33,1992,5,2,215,2.4,1,0,1,1,0,0,0,0,0,4,7,0,2,1,1,,,0
180,Dudu,br BRA,MF,Vitória,25,1999,12,2,319,3.5,0,0,0,0,0,0,7,2,2,12,6,0,0,3,9,,,0
181,Dudu,br BRA,MF,Atlético Mineiro,33,1992,18,14,1048,11.6,3,2,5,3,0,0,1,0,0,5,20,7,27,3,4,,,0
182,Edenílson,br BRA,MF,Grêmio,35,1989,31,25,1802,20.0,3,2,5,3,0,0,6,0,0,18,33,2,36,16,13,,,0
183,Eder,br BRA,DF,Ceará,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,,,0
184,Edu,br BRA,DF,Vitória,24,2000,20,12,1074,11.9,0,0,0,0,0,0,2,0,0,11,7,0,1,14,19,,,0
185,Carlos Eduardo,br BRA,MF,Cruzeiro,35,1989,29,9,906,10.1,1,0,1,1,0,0,1,1,0,21,15,1,7,6,8,,,0
186,Carlos Eduardo,br BRA,FWMF,Mirassol,28,1996,24,5,734,8.2,2,5,7,1,1,1,2,0,0,18,24,5,27,5,8,,,0
187,Carlos Eduardo,br BRA,FWMF,Vitória,28,1996,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,,,0
188,Rodrigo Ely,br BRA,DF,Grêmio,31,1993,2,1,40,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,0
189,Emerson,br BRA,DF,Flamengo,26,1999,15,14,1247,13.9,1,1,2,1,0,0,1,0,0,18,25,0,47,21,21,,,0
190,Ênio,br BRA,MFFW,Juventude,23,2001,26,8,1108,12.3,3,0,3,3,0,0,3,0,0,8,34,6,30,1,4,,,0
191,Erick,br BRA,MFDF,Bahia,27,1997,16,6,683,7.6,1,0,1,1,0,0,3,0,0,16,5,3,6,8,8,,,0
192,Erick,br BRA,MFFW,Vitória,27,1997,31,25,2054,22.8,3,5,8,3,0,0,8,0,0,26,75,2,73,15,17,,,0
193,Gonzalo Escobar,ar ARG,DF,Santos,27,1997,30,23,2008,22.3,0,0,0,0,0,0,8,1,1,36,20,1,64,36,56,,,0
194,Lucas Esteves,br BRA,DFMF,Grêmio,24,2000,10,8,671,7.5,0,0,0,0,0,0,1,0,0,9,3,0,25,10,9,,,0
195,Guilherme Estrella,br BRA,MF,Vasco da Gama,19,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
196,Lucas Evangelista,br BRA,MF,Palmeiras,29,1995,19,12,1046,11.6,2,1,3,2,0,0,2,0,0,19,20,0,10,6,19,,,0
197,Éverson,br BRA,GK,Atlético Mineiro,34,1990,36,36,3240,36.0,0,0,0,0,0,0,8,0,0,0,6,0,0,2,0,,,0
198,Evertton,br BRA,MF,Flamengo,21,2003,18,10,981,10.9,1,0,1,1,0,0,2,1,0,17,12,0,2,5,12,,,0
199,Ewerthon,br BRA,DF,Juventude,24,2000,18,12,1155,12.8,1,0,1,1,0,0,2,0,0,8,12,3,37,20,17,,,0
200,Fabinho,br BRA,MF,RB Bragantino,22,2002,28,11,1275,14.2,0,1,1,0,0,0,3,0,0,31,15,0,7,17,19,,,0
201,Fábio,br BRA,GK,Fluminense,44,1980,38,38,3420,38.0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,,,0
202,Fabrício,br BRA,MFFW,Mirassol,27,1997,8,4,301,3.3,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,,,0
203,Fabrício,br BRA,MF,Vitória,24,2000,17,1,393,4.4,0,2,2,0,0,0,0,0,0,19,9,0,27,4,8,,,0
204,Fagner,br BRA,DF,Cruzeiro,35,1989,10,9,830,9.2,0,0,0,0,0,0,1,0,0,12,8,1,51,11,11,,,0
205,Marcos Felipe,br BRA,GK,Bahia,28,1996,11,10,972,10.8,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,,,0
206,Lucas Fernandes,br BRA,MF,Juventude,27,1997,7,4,397,4.4,0,0,0,0,0,0,0,0,0,5,5,1,8,4,3,,,0
207,Matheus Fernandes,br BRA,MF,RB Bragantino,26,1998,20,5,661,7.3,1,0,1,1,0,0,3,0,0,19,4,0,3,12,14,,,0
208,Nathan Fernandes,br BRA,MFFW,Botafogo–RJ,19,2005,10,2,330,3.7,1,2,3,1,0,0,1,0,0,4,5,2,5,3,1,,,0
209,Pol Fernández,ar ARG,MF,Fortaleza,33,1991,7,3,286,3.2,0,2,2,0,0,0,1,0,0,6,2,0,6,0,3,,,0
210,Fernandinho,br BRA,MF,Ceará,27,1997,22,10,995,11.1,0,1,1,0,0,0,3,0,0,18,20,7,25,15,14,,,0
211,Fernando,br BRA,MFDF,Internacional,37,1987,6,6,412,4.6,0,0,0,0,0,0,0,0,0,1,3,0,1,6,5,,,0
212,Fernando,br BRA,FW,RB Bragantino,25,1999,14,0,316,3.5,0,0,0,0,0,0,0,0,0,5,4,0,2,0,1,,,0
213,Nahuel Ferraresi,ve VEN,DF,São Paulo,26,1998,24,19,1797,20.0,0,3,3,0,0,0,3,0,0,34,29,1,26,29,54,,,1
214,Ferreira,br BRA,MFFW,São Paulo,27,1997,28,20,1580,17.6,5,4,9,5,0,1,4,0,0,16,48,2,46,7,16,,,0
215,Bruno Ferreira,br BRA,GK,Ceará,30,1994,31,31,2763,30.7,0,0,0,0,0,0,2,0,0,1,8,0,0,0,1,,,0
216,Lucas Ferreira,br BRA,MF,São Paulo,18,2006,13,8,761,8.5,0,0,0,0,0,0,1,0,0,11,19,0,28,6,12,,,0
217,Luiz Filipe,br BRA,FW,Mirassol,23,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,0
218,André Filipinho,br BRA,DF,Juventude,28,1997,5,3,303,3.4,0,0,0,0,0,0,1,0,0,11,1,2,9,7,1,,,0
219,Riquelme Fillipi,br BRA,FW,Palmeiras,18,2006,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
220,Caíque França,br BRA,GK,Sport Recife,29,1995,15,15,1350,15.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,,,0
221,Matheus França,br BRA,MFFW,Vasco da Gama,20,2004,15,2,386,4.3,0,0,0,0,0,0,1,0,0,8,3,0,12,5,5,,,0
222,Ryan Francisco,br BRA,FW,São Paulo,18,2006,8,2,205,2.3,2,0,2,2,0,0,0,0,0,4,6,1,2,0,0,,,0
223,Alan Franco,ec ECU,MF,Atlético Mineiro,26,1998,30,30,2628,29.2,1,0,1,1,0,0,4,0,0,43,19,0,3,29,33,,,0
224,Alan Franco,ar ARG,DF,São Paulo,28,1996,29,28,2282,25.4,0,0,0,0,0,0,7,0,0,33,12,2,1,25,24,,,0
225,Luan Freitas,br BRA,DF,Juventude,24,2001,14,12,1124,12.5,0,1,1,0,0,0,0,0,0,13,3,0,0,9,21,,,0
226,Lucas Freitas,br BRA,DF,Vasco da Gama,24,2001,21,19,1552,17.2,1,0,1,1,0,0,4,0,0,18,12,0,6,21,9,,,0
227,Marlon Freitas,br BRA,MF,Botafogo–RJ,29,1995,35,33,2924,32.5,1,4,5,1,0,0,8,0,0,41,9,0,15,23,28,,,0
228,Riquelme Freitas,br BRA,MFFW,Grêmio,18,2006,10,4,388,4.3,0,0,0,0,0,0,0,0,0,3,11,0,8,2,4,,,0
229,Juan Freytes,ar ARG,DF,Fluminense,25,2000,33,33,2924,32.5,0,0,0,0,0,0,8,1,0,22,18,3,8,19,17,,,0
230,Adonis Frías,ar ARG,DF,Santos,26,1998,13,12,1112,12.4,0,0,0,0,0,0,2,0,0,18,6,0,2,17,10,,,0
231,Bruno Fuchs,br BRA,DF,Palmeiras,25,1999,27,18,1723,19.1,2,1,3,2,0,0,5,0,0,26,17,0,17,28,28,,,0
232,Gabriel Fuentes,co COL,DF,Fluminense,27,1997,11,8,825,9.2,0,0,0,0,0,0,2,0,0,14,5,0,36,9,13,,,0
233,Daniel Fuzato,br BRA,GK,Vasco da Gama,27,1997,3,2,182,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
234,Gabriel,br BRA,DF,Bahia,23,2001,13,10,948,10.5,0,0,0,0,0,0,4,0,0,24,8,1,0,13,13,,,0
235,Gabriel,br BRA,MFFW,Mirassol,35,1990,25,21,1592,17.7,5,2,7,5,0,0,2,0,0,8,30,8,32,6,7,,,0
236,Gabriel,br BRA,GK,Vitória,32,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
237,Gabriel,br BRA,MF,RB Bragantino,32,1992,33,32,2634,29.3,1,0,1,1,0,0,11,0,0,43,30,0,6,37,46,,,0
238,Gabriel,br BRA,GK,Sport Recife,32,1992,23,23,2070,23.0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,,,0
239,Victor Gabriel,br BRA,DF,Internacional,20,2004,14,13,1109,12.3,2,0,2,2,0,0,1,0,0,21,4,0,3,18,18,,,0
240,Antonio Galeano,py PAR,MF,Ceará,24,2000,38,38,3125,34.7,7,3,10,7,0,0,2,0,0,25,71,19,72,10,19,,,0
241,Emerson Galego,br BRA,FW,Juventude,25,1999,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
242,Mateo Gamarra,py PAR,DF,Cruzeiro,24,2000,2,1,154,1.7,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,,,0
243,Ganso,br BRA,MF,Fluminense,35,1989,17,7,644,7.2,1,0,1,1,0,0,2,0,0,7,16,0,15,0,3,,,0
244,Maurício Garcez,br BRA,FWMF,Juventude,27,1997,3,0,61,0.7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,0
245,Benjamín Garré,ar ARG,MF,Vasco da Gama,24,2000,10,3,293,3.3,0,0,0,0,0,0,1,0,0,7,3,0,16,3,3,,,0
246,Rodrigo Garro,ar ARG,MFFW,Corinthians,27,1998,19,15,1410,15.7,0,3,3,0,0,0,6,0,0,21,60,1,113,4,9,,,0
247,Lucas Gazal,br BRA,DF,Fortaleza,25,1999,7,6,546,6.1,0,1,1,0,0,0,2,0,0,9,1,0,3,7,4,,,0
248,Gerson,br BRA,MF,Flamengo,27,1997,9,9,711,7.9,0,2,2,0,0,0,0,1,0,9,20,0,4,5,14,,,0
249,Agustín Giay,ar ARG,DFMF,Palmeiras,21,2004,29,21,1978,22.0,0,0,0,0,0,0,1,1,0,37,35,1,40,14,43,,,0
250,Gil,br BRA,DF,Santos,37,1987,8,8,720,8.0,0,0,0,0,0,0,3,0,0,8,1,0,0,7,9,,,0
251,Gilberto,br BRA,DF,Bahia,31,1993,23,21,1777,19.7,1,0,1,1,0,0,6,0,0,19,11,1,38,20,33,,,0
252,Gilberto,br BRA,FW,Juventude,35,1989,23,15,1099,12.2,2,2,4,2,0,1,5,0,0,27,15,4,4,4,7,,,0
253,Giovanny,br BRA,FWMF,Juventude,27,1997,19,5,653,7.3,0,2,2,0,0,0,3,0,0,7,15,4,11,1,5,,,0
254,Daniel Giraldo,co COL,MF,Juventude,32,1992,15,7,681,7.6,0,0,0,0,0,0,4,0,0,18,3,1,1,2,8,,,0
255,Leonardo Godoy,ar ARG,DF,Santos,29,1995,6,5,416,4.6,0,0,0,0,0,0,1,0,0,8,5,0,8,0,4,,,0
256,Davi Goes,br BRA,MF,Juventude,19,2005,2,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0
257,Johnny Góes,br BRA,DF,Flamengo,17,2007,1,1,90,1.0,0,1,1,0,0,0,0,0,0,3,1,0,0,2,0,,,0
258,Bruno Gomes,br BRA,MFDF,Internacional,23,2001,14,11,981,10.9,0,2,2,0,0,0,2,0,0,18,14,0,19,7,13,,,0
259,Davi Gomes,br BRA,FW,RB Bragantino,19,2005,7,0,221,2.5,1,0,1,1,0,0,0,0,0,3,4,0,6,0,1,,,0
260,Fredi Gomes,br BRA,DF,Bahia,18,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,,,0
261,Igor Gomes,br BRA,MF,Atlético Mineiro,25,1999,34,21,1824,20.3,4,3,7,4,0,0,3,1,0,21,24,1,29,16,10,,,0
262,Andrés Gómez,co COL,MF,Vasco da Gama,22,2002,16,10,1028,11.4,1,5,6,1,0,0,1,0,0,17,19,2,31,7,10,,,0
263,Gustavo Gómez,py PAR,DF,Palmeiras,31,1993,27,26,2310,25.7,2,1,3,2,0,0,7,0,0,33,15,11,20,35,32,,,0
264,Nuno Gonçalo Moreira,pt POR,MFFW,Vasco da Gama,25,1999,36,35,2549,28.3,7,5,12,7,0,0,4,0,0,18,43,7,84,16,20,,,0
265,Caíque Gonçalves,br BRA,MF,Juventude,29,1995,28,26,2049,22.8,0,1,1,0,0,0,10,0,0,54,36,0,2,23,44,,,0
266,Matheus Gonçalves,br BRA,MF,Flamengo,19,2005,4,0,69,0.8,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,,,0
267,Gregore,br BRA,MF,Botafogo–RJ,30,1994,12,11,982,10.9,0,0,0,0,0,0,3,0,0,45,8,0,7,13,29,,,0
268,Guga,br BRA,DFMF,Fluminense,26,1998,17,11,992,11.0,1,1,2,1,0,0,1,0,0,6,12,0,20,10,19,,,0
269,Guilherme,br BRA,MF,Santos,29,1995,32,27,2250,25.0,4,7,11,4,0,0,1,0,0,15,61,13,85,23,22,,,0
270,Guilherme,br BRA,MF,Flamengo,18,2006,1,1,62,0.7,2,0,2,2,0,0,0,0,0,1,0,0,3,0,1,,,0
271,Guilherme,br BRA,MFFW,Mirassol,33,1991,12,6,539,6.0,2,0,2,2,0,0,2,0,0,12,11,0,9,3,7,,,0
272,Ryan Guilherme,br BRA,MF,Cruzeiro,22,2002,3,0,56,0.6,0,0,0,0,0,0,0,0,0,1,3,0,0,3,3,,,0
273,Zé Guilherme,br BRA,DF,Bahia,19,2005,3,0,86,1.0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,,,0
274,Gustavinho,br BRA,MF,RB Bragantino,20,2004,17,8,741,8.2,0,0,0,0,0,0,2,0,0,12,2,1,31,4,11,,,0
275,Gustavo,br BRA,GK,Juventude,31,1993,10,10,855,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,0
276,Luiz Gustavo,br BRA,DF,Vasco da Gama,18,2006,5,3,288,3.2,0,0,0,0,0,0,3,0,0,4,2,0,1,3,2,,,0
277,Luiz Gustavo,br BRA,MFDF,São Paulo,37,1987,12,9,780,8.7,1,0,1,1,0,0,0,0,0,17,12,0,4,12,14,,,0
278,Ryan Gustavo,br BRA,MF,Corinthians,21,2003,16,5,527,5.9,0,0,0,0,0,0,1,0,0,13,14,0,2,8,12,,,0
279,Yeison Guzmán,co COL,MF,Fortaleza,26,1998,5,1,188,2.1,0,0,0,0,0,0,0,0,0,2,4,0,12,1,1,,,0
280,Lucas Halter,br BRA,DF,Vitória,24,2000,33,33,2904,32.3,4,1,5,4,0,0,8,1,1,24,9,1,2,18,30,,,0
281,Héctor,es ESP,FWMF,Corinthians,29,1995,9,3,246,2.7,1,0,1,1,0,0,0,0,0,4,3,2,0,2,2,,,0
282,Henrique,br BRA,MF,São Paulo,18,2006,3,0,43,0.5,0,1,1,0,0,0,0,0,0,1,2,0,7,0,0,,,0
283,Bruno Henrique,br BRA,MF,Internacional,35,1989,29,19,1397,15.5,2,0,2,2,0,0,3,1,1,38,15,0,21,12,25,,,0
284,Bruno Henrique,br BRA,FWMF,Flamengo,34,1990,32,20,1811,20.1,8,0,8,7,1,1,7,0,0,43,38,15,15,4,14,,,0
285,Dalbert Henrique,br BRA,DFMF,Sport Recife,31,1993,5,0,110,1.2,0,0,0,0,0,0,2,0,0,8,1,0,9,0,2,,,0
286,Gustavo Henrique,br BRA,DF,Corinthians,31,1993,23,23,2070,23.0,3,0,3,3,0,0,5,0,0,22,8,2,1,19,23,,,0
287,Matheus Henrique,br BRA,MF,Cruzeiro,27,1997,17,8,723,8.0,0,0,0,0,0,0,3,0,0,13,13,0,5,6,14,,,0
288,Paulo Henrique,br BRA,DF,Vasco da Gama,28,1996,28,28,2490,27.7,1,8,9,1,0,0,11,1,1,57,29,1,111,40,57,,,0
289,Pedro Henrique,br BRA,MFFW,Ceará,34,1990,28,17,1380,15.3,4,3,7,4,0,0,8,0,0,31,28,12,49,6,25,,,0
290,Pedro Henrique,br BRA,DF,RB Bragantino,29,1995,31,31,2654,29.5,1,1,2,1,0,0,6,0,0,23,20,0,5,32,18,,,0
291,Hércules,br BRA,MF,Fluminense,24,2000,34,26,2160,24.0,3,1,4,3,0,0,1,0,0,37,18,1,14,13,31,,,0
292,Diogo Hereda,br BRA,DFMF,Sport Recife,26,1998,11,10,848,9.4,0,1,1,0,0,0,1,0,0,13,18,2,34,5,18,,,0
293,Marcelo Hermes,br BRA,DFMF,Juventude,29,1995,22,20,1858,20.6,2,5,7,2,0,0,3,0,0,21,13,1,142,16,25,,,0
294,José Herrera,ar ARG,MF,Fortaleza,21,2003,19,14,1046,11.6,2,3,5,2,0,0,3,0,0,24,11,0,26,5,20,,,0
295,Hudson,br BRA,MF,Juventude,24,2001,4,3,233,2.6,0,0,0,0,0,0,2,1,0,6,0,0,1,3,1,,,0
296,Hugo,br BRA,MFDF,Corinthians,27,1997,10,6,457,5.1,0,0,0,0,0,0,1,0,0,7,9,2,9,7,6,,,0
297,Victor Hugo,br BRA,MF,Santos,20,2004,9,6,443,4.9,0,0,0,0,0,0,0,0,0,3,3,0,7,2,2,,,0
298,Victor Hugo,br BRA,MF,Flamengo,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
299,Victor Hugo,br BRA,DF,Sport Recife,16,2008,1,1,61,0.7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,,0
300,Vitor Hugo,br BRA,DF,Atlético Mineiro,33,1991,23,20,1639,18.2,3,0,3,3,0,0,3,1,0,18,3,1,0,29,19,,,0
301,Huguinho,br BRA,MF,Botafogo–RJ,17,2007,1,0,24,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0
302,Hulk,br BRA,FWMF,Atlético Mineiro,38,1986,33,27,2438,27.1,8,6,14,7,1,1,9,0,0,40,66,10,89,1,8,,,0
303,José Hurtado,ec ECU,DF,RB Bragantino,23,2001,28,21,1864,20.7,1,0,1,1,0,0,2,1,0,28,9,0,59,21,27,,,0
304,Hyan,br BRA,MF,Santos,20,2004,2,0,18,0.2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,,,0
305,Hyoran,br BRA,MFFW,Sport Recife,31,1993,12,4,402,4.5,0,1,1,0,0,0,2,0,0,15,7,1,30,1,4,,,0
306,Iago,br BRA,DF,Flamengo,19,2005,1,1,90,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0
307,Iago,br BRA,DFMF,Bahia,27,1997,15,7,626,7.0,1,0,1,1,0,0,2,0,0,9,3,1,19,4,11,,,0
308,Ignácio,br BRA,DF,Fluminense,28,1996,19,13,1147,12.7,0,0,0,0,0,0,2,1,0,24,17,0,0,14,15,,,0
309,Juan Ignacio Dinenno,ar ARG,FW,Cruzeiro,30,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
310,Juan Ignacio Dinenno,ar ARG,FW,São Paulo,30,1994,7,3,262,2.9,1,0,1,1,0,0,2,0,0,6,3,0,1,0,1,,,0
311,Juan Ignacio Ramírez,uy URU,FW,Sport Recife,27,1997,8,3,291,3.2,0,0,0,0,0,0,1,0,0,7,2,1,0,0,1,,,0
312,Isaac,br BRA,FW,Atlético Mineiro,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
313,Isaque,br BRA,MF,Fluminense,17,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,0
314,Mateus Iseppe,br BRA,MF,Atlético Mineiro,18,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,0
315,Ismael,pt POR,MF,Vitória,25,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
316,Zé Ivaldo,br BRA,DF,Santos,27,1997,21,20,1799,20.0,1,0,1,1,0,0,8,1,1,23,16,2,5,21,24,,,0
317,Ivan,br BRA,GK,Internacional,27,1997,7,7,585,6.5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,,,0
318,Leo Jacó,br BRA,FW,Vasco da Gama,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,,,0
319,Jadson,br BRA,MF,Juventude,31,1993,35,32,2831,31.5,0,2,2,0,0,0,9,0,0,46,52,2,24,37,24,,,0
320,Jair,br BRA,MF,Vasco da Gama,30,1994,11,7,559,6.2,0,0,0,0,0,0,3,0,0,13,11,0,3,9,9,,,0
321,Jamerson,br BRA,DF,Vitória,26,1998,12,12,1026,11.4,0,2,2,0,0,0,0,0,0,10,7,0,66,13,19,,,0
322,Janderson,br BRA,FWMF,Vitória,25,1999,11,9,729,8.1,1,0,1,1,0,0,3,0,0,16,6,4,5,2,5,,,0
323,Jandrei,br BRA,GK,Juventude,31,1993,19,19,1710,19.0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,,,0
324,Jardiel,br BRA,FW,Grêmio,19,2005,5,0,41,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0
325,Léo Jardim,br BRA,GK,Vasco da Gama,29,1995,36,36,3235,35.9,0,0,0,0,0,0,2,1,1,0,9,0,0,0,1,,,1
326,Jeffinho,br BRA,MF,Botafogo–RJ,25,1999,17,9,685,7.6,2,4,6,2,0,0,0,1,0,13,9,1,12,7,9,,,0
327,Jefinho,br BRA,MF,Sport Recife,18,2006,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,0
328,Jefté,br BRA,MFDF,Palmeiras,21,2003,12,7,765,8.5,0,3,3,0,0,0,0,0,0,8,3,2,18,7,9,,,0
329,Jemerson,br BRA,DF,Grêmio,32,1992,9,8,770,8.6,1,0,1,1,0,0,3,0,0,14,3,0,0,12,12,,,0
330,Jemmes,br BRA,DF,Mirassol,24,2000,37,37,3273,36.4,2,0,2,2,0,0,3,0,0,34,12,2,1,42,46,,,0
331,Igor Jesus,br BRA,FWMF,Botafogo–RJ,23,2001,10,10,875,9.7,3,1,4,3,0,0,0,0,0,9,26,1,4,0,2,,,0
332,Maykon Jesus,br BRA,DFMF,Vitória,19,2005,9,8,766,8.5,0,0,0,0,0,0,1,0,0,16,9,0,32,6,10,,,0
333,Jhon Jhon,br BRA,MF,RB Bragantino,22,2002,34,34,2844,31.6,10,7,17,7,3,3,11,0,0,44,64,2,177,15,24,,,0
334,John,br BRA,GK,Botafogo–RJ,28,1996,17,17,1530,17.0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,1,,,0
335,Felipe Jonatan,br BRA,DF,Mirassol,26,1998,7,4,440,4.9,0,1,1,0,0,0,0,0,0,7,2,0,29,3,2,,,0
336,Jonathan,br BRA,DF,Cruzeiro,20,2004,13,10,798,8.9,0,1,1,0,0,0,1,1,0,17,3,1,2,10,10,,,0
337,Kaio Jorge,br BRA,FW,Cruzeiro,23,2002,33,33,2588,28.8,21,8,29,20,1,2,4,1,0,37,47,7,17,6,10,,,0
338,Jorginho,it ITA,MF,Flamengo,33,1991,18,15,1357,15.1,3,1,4,0,3,3,5,0,0,22,11,0,9,19,14,,,0
339,José,br BRA,MF,Cruzeiro,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
340,Willian José,br BRA,FW,Bahia,33,1991,33,28,2115,23.5,11,6,17,8,3,5,3,0,0,12,21,3,9,5,9,,,0
341,Joshua,br BRA,MF,Flamengo,17,2007,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
342,Luciano Juba,br BRA,DF,Bahia,25,1999,35,33,2877,32.0,6,4,10,6,0,0,2,0,0,22,17,1,134,39,29,,,1
343,Juninho,br BRA,FW,Flamengo,28,1996,15,2,378,4.2,1,0,1,1,0,0,0,0,0,8,4,4,0,1,5,,,0
344,Juninho,br BRA,DF,Internacional,29,1995,20,18,1505,16.7,0,0,0,0,0,0,6,0,0,14,11,0,1,23,14,,,0
345,Kauê Junior,br BRA,FW,Bahia,15,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,,0
346,Robinho Junior,br BRA,MFFW,Santos,17,2007,15,2,352,3.9,0,1,1,0,0,0,0,0,0,3,5,0,12,1,6,,,0
347,Wanderson Junior,br BRA,DF,Flamengo,17,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
348,Lucas Kal,br BRA,MFDF,Sport Recife,28,1996,13,11,861,9.6,0,0,0,0,0,0,1,0,0,11,2,0,4,10,5,,,1
349,Walter Kannemann,ar ARG,DF,Grêmio,33,1991,20,19,1723,19.1,0,0,0,0,0,0,8,1,0,24,13,0,2,23,11,,,0
350,Kanu,br BRA,DF,Bahia,27,1997,7,7,513,5.7,0,0,0,0,0,0,0,1,0,4,6,0,0,7,6,,,0
351,Kauê,br BRA,GK,Corinthians,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
352,Kayke,br BRA,MFFW,Corinthians,20,2004,8,4,358,4.0,0,1,1,0,0,0,0,0,0,5,4,2,11,2,1,,,0
353,Kayke,br BRA,FW,Fortaleza,18,2006,2,0,31,0.3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,,,0
354,Renato Kayser,br BRA,FW,Vitória,28,1996,30,25,2083,23.1,9,0,9,8,1,1,3,0,0,38,54,18,7,5,5,,,0
355,Kenji,br BRA,FW,Cruzeiro,19,2006,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,,,0
356,John Kennedy,br BRA,FW,Fluminense,22,2002,17,6,626,7.0,2,1,3,1,1,1,1,0,0,9,13,4,3,2,1,,,0
357,Keno,br BRA,MF,Fluminense,35,1989,18,4,509,5.7,1,2,3,1,0,0,1,0,0,6,21,0,11,0,7,,,0
358,Kevyson,br BRA,MF,Santos,20,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,0
359,Kevyson,br BRA,DF,Sport Recife,20,2004,9,1,268,3.0,0,0,0,0,0,0,3,0,0,8,1,0,11,5,6,,,0
360,Khellven,br BRA,DFMF,Palmeiras,23,2001,13,12,975,10.8,0,2,2,0,0,0,1,0,0,26,9,0,29,11,10,,,0
361,Gabriel Knesowitsch,br BRA,DF,Mirassol,21,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,,,0
362,Benjamín Kuscevic,cl CHI,DF,Fortaleza,28,1996,20,19,1707,19.0,1,0,1,1,0,0,3,1,0,23,4,0,2,16,24,,,0
363,Derik Lacerda,br BRA,FW,Sport Recife,25,1999,17,17,1446,16.1,6,0,6,5,1,1,8,0,0,26,25,9,3,8,6,,,0
364,Ignacio Laquintana,uy URU,MF,RB Bragantino,25,1999,23,13,1017,11.3,4,3,7,4,0,0,1,0,0,8,9,9,42,10,8,,,0
