Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,-9999
233,Daniel Fuzato,br BRA,GK,Vasco da Gama,27,1997,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,82328faf
234,Gabriel,br BRA,DF,Bahia,23,2001,10.5,4,0,0,24,8,1,0,13,13,,,0,Matches,4fd28619
235,Gabriel,br BRA,MFFW,Mirassol,35,1990,17.7,2,0,0,8,30,8,32,6,7,,,0,Matches,8dc3be2b
236,Gabriel,br BRA,GK,Vitória,32,1992,1.0,0,0,0,0,1,0,0,0,0,,,0,Matches,f93ed0df
237,Gabriel,br BRA,MF,RB Bragantino,32,1992,29.3,11,0,0,43,30,0,6,37,46,,,0,Matches,e9c0d5d8
238,Gabriel,br BRA,GK,Sport Recife,32,1992,23.0,3,0,0,0,4,0,0,0,0,,,0,Matches,f93ed0df
239,Victor Gabriel,br BRA,DF,Internacional,20,2004,12.3,1,0,0,21,4,0,3,18,18,,,0,Matches,d1c8df97
240,Antonio Galeano,py PAR,MF,Ceará,24,2000,34.7,2,0,0,25,71,19,72,10,19,,,0,Matches,f7d301ee
241,Emerson Galego,br BRA,FW,Juventude,25,1999,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches,cfd67995
242,Mateo Gamarra,py PAR,DF,Cruzeiro,24,2000,1.7,0,0,0,2,0,0,0,5,5,,,0,Matches,878dbd04
243,Ganso,br BRA,MF,Fluminense,35,1989,7.2,2,0,0,7,16,0,15,0,3,,,0,Matches,23593121
244,Maurício Garcez,br BRA,FWMF,Juventude,27,1997,0.7,0,0,0,1,2,0,0,0,0,,,0,Matches,1c060dbf
245,Benjamín Garré,ar ARG,MF,Vasco da Gama,24,2000,3.3,1,0,0,7,3,0,16,3,3,,,0,Matches,351780d8
246,Rodrigo Garro,ar ARG,MFFW,Corinthians,27,1998,15.7,6,0,0,21,60,1,113,4,9,,,0,Matches,42b3b51f
247,Lucas Gazal,br BRA,DF,Fortaleza,25,1999,6.1,2,0,0,9,1,0,3,7,4,,,0,Matches,dcae46d5
248,Gerson,br BRA,MF,Flamengo,27,1997,7.9,0,1,0,9,20,0,4,5,14,,,0,Matches,8827bf46
249,Agustín Giay,ar ARG,DFMF,Palmeiras,21,2004,22.0,1,1,0,37,35,1,40,14,43,,,0,Matches,8047b72e
250,Gil,br BRA,DF,Santos,37,1987,8.0,3,0,0,8,1,0,0,7,9,,,0,Matches,31edef00
251,Gilberto,br BRA,DF,Bahia,31,1993,19.7,6,0,0,19,11,1,38,20,33,,,0,Matches,1338e42b
252,Gilberto,br BRA,FW,Juventude,35,1989,12.2,5,0,0,27,15,4,4,4,7,,,0,Matches,5da22685
253,Giovanny,br BRA,FWMF,Juventude,27,1997,7.3,3,0,0,7,15,4,11,1,5,,,0,Matches,ed236e87
254,Daniel Giraldo,co COL,MF,Juventude,32,1992,7.6,4,0,0,18,3,1,1,2,8,,,0,Matches,ed8489d1
255,Leonardo Godoy,ar ARG,DF,Santos,29,1995,4.6,1,0,0,8,5,0,8,0,4,,,0,Matches,0f9d8e45
256,Davi Goes,br BRA,MF,Juventude,19,2005,0.7,0,0,0,0,0,0,0,1,1,,,0,Matches,6f2422bf
257,Johnny Góes,br BRA,DF,Flamengo,17,2007,1.0,0,0,0,3,1,0,0,2,0,,,0,Matches,f274d13e
258,Bruno Gomes,br BRA,MFDF,Internacional,23,2001,10.9,2,0,0,18,14,0,19,7,13,,,0,Matches,76f2bbf8
259,Davi Gomes,br BRA,FW,RB Bragantino,19,2005,2.5,0,0,0,3,4,0,6,0,1,,,0,Matches,4081e2e8
260,Fredi Gomes,br BRA,DF,Bahia,18,2006,1.0,0,0,0,1,1,0,0,3,1,,,0,Matches,3ac829b6
261,Igor Gomes,br BRA,MF,Atlético Mineiro,25,1999,20.3,3,1,0,21,24,1,29,16,10,,,0,Matches,6a7fb945
262,Andrés Gómez,co COL,MF,Vasco da Gama,22,2002,11.4,1,0,0,17,19,2,31,7,10,,,0,Matches,76a82373
263,Gustavo Gómez,py PAR,DF,Palmeiras,31,1993,25.7,7,0,0,33,15,11,20,35,32,,,0,Matches,d5ce52a5
264,Nuno Gonçalo Moreira,pt POR,MFFW,Vasco da Gama,25,1999,28.3,4,0,0,18,43,7,84,16,20,,,0,Matches,c28df63c
265,Caíque Gonçalves,br BRA,MF,Juventude,29,1995,22.8,10,0,0,54,36,0,2,23,44,,,0,Matches,e075d03e
266,Matheus Gonçalves,br BRA,MF,Flamengo,19,2005,0.8,0,0,0,1,2,0,2,0,1,,,0,Matches,071a6836
267,Gregore,br BRA,MF,Botafogo–RJ,30,1994,10.9,3,0,0,45,8,0,7,13,29,,,0,Matches,49815f34
268,Guga,br BRA,DFMF,Fluminense,26,1998,11.0,1,0,0,6,12,0,20,10,19,,,0,Matches,6975a3e1
269,Guilherme,br BRA,MF,Santos,29,1995,25.0,1,0,0,15,61,13,85,23,22,,,0,Matches,58649f05
270,Guilherme,br BRA,MF,Flamengo,18,2006,0.7,0,0,0,1,0,0,3,0,1,,,0,Matches,281919b9
271,Guilherme,br BRA,MFFW,Mirassol,33,1991,6.0,2,0,0,12,11,0,9,3,7,,,0,Matches,9e61c019
272,Ryan Guilherme,br BRA,MF,Cruzeiro,22,2002,0.6,0,0,0,1,3,0,0,3,3,,,0,Matches,2ebfb12f
273,Zé Guilherme,br BRA,DF,Bahia,19,2005,1.0,0,0,0,1,2,0,1,2,0,,,0,Matches,9fd07241
274,Gustavinho,br BRA,MF,RB Bragantino,20,2004,8.2,2,0,0,12,2,1,31,4,11,,,0,Matches,9525ddcd
275,Gustavo,br BRA,GK,Juventude,31,1993,9.5,1,0,0,0,0,0,0,0,1,,,0,Matches,f764f16e
276,Luiz Gustavo,br BRA,DF,Vasco da Gama,18,2006,3.2,3,0,0,4,2,0,1,3,2,,,0,Matches,8b7b78ac
277,Luiz Gustavo,br BRA,MFDF,São Paulo,37,1987,8.7,0,0,0,17,12,0,4,12,14,,,0,Matches,82671804
278,Ryan Gustavo,br BRA,MF,Corinthians,21,2003,5.9,1,0,0,13,14,0,2,8,12,,,0,Matches,93573ea1
279,Yeison Guzmán,co COL,MF,Fortaleza,26,1998,2.1,0,0,0,2,4,0,12,1,1,,,0,Matches,31e0d112
280,Lucas Halter,br BRA,DF,Vitória,24,2000,32.3,8,1,1,24,9,1,2,18,30,,,0,Matches,7aa882a2
281,Héctor,es ESP,FWMF,Corinthians,29,1995,2.7,0,0,0,4,3,2,0,2,2,,,0,Matches,6294bc9d
282,Henrique,br BRA,MF,São Paulo,18,2006,0.5,0,0,0,1,2,0,7,0,0,,,0,Matches,333b79ce
283,Bruno Henrique,br BRA,MF,Internacional,35,1989,15.5,3,1,1,38,15,0,21,12,25,,,0,Matches,5a43b021
284,Bruno Henrique,br BRA,FWMF,Flamengo,34,1990,20.1,7,0,0,43,38,15,15,4,14,,,0,Matches,5edff24f
285,Dalbert Henrique,br BRA,DFMF,Sport Recife,31,1993,1.2,2,0,0,8,1,0,9,0,2,,,0,Matches,f45f9427
286,Gustavo Henrique,br BRA,DF,Corinthians,31,1993,23.0,5,0,0,22,8,2,1,19,23,,,0,Matches,fa066690
287,Matheus Henrique,br BRA,MF,Cruzeiro,27,1997,8.0,3,0,0,13,13,0,5,6,14,,,0,Matches,a2d9f138
288,Paulo Henrique,br BRA,DF,Vasco da Gama,28,1996,27.7,11,1,1,57,29,1,111,40,57,,,0,Matches,25a0cb08
289,Pedro Henrique,br BRA,MFFW,Ceará,34,1990,15.3,8,0,0,31,28,12,49,6,25,,,0,Matches,460976a2
290,Pedro Henrique,br BRA,DF,RB Bragantino,29,1995,29.5,6,0,0,23,20,0,5,32,18,,,0,Matches,4322e5d7
291,Hércules,br BRA,MF,Fluminense,24,2000,24.0,1,0,0,37,18,1,14,13,31,,,0,Matches,eadc7b45
292,Diogo Hereda,br BRA,DFMF,Sport Recife,26,1998,9.4,1,0,0,13,18,2,34,5,18,,,0,Matches,4985c10d
293,Marcelo Hermes,br BRA,DFMF,Juventude,29,1995,20.6,3,0,0,21,13,1,142,16,25,,,0,Matches,89346085
294,José Herrera,ar ARG,MF,Fortaleza,21,2003,11.6,3,0,0,24,11,0,26,5,20,,,0,Matches,1dcddc4d
295,Hudson,br BRA,MF,Juventude,24,2001,2.6,2,1,0,6,0,0,1,3,1,,,0,Matches,7cada45b
296,Hugo,br BRA,MFDF,Corinthians,27,1997,5.1,1,0,0,7,9,2,9,7,6,,,0,Matches,bd2593f3
297,Victor Hugo,br BRA,MF,Santos,20,2004,4.9,0,0,0,3,3,0,7,2,2,,,0,Matches,33fca7f7
298,Victor Hugo,br BRA,MF,Flamengo,20,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,33fca7f7
299,Victor Hugo,br BRA,DF,Sport Recife,16,2008,0.7,0,0,0,2,0,0,1,0,0,,,0,Matches,4e3e53d2
300,Vitor Hugo,br BRA,DF,Atlético Mineiro,33,1991,18.2,3,1,0,18,3,1,0,29,19,,,0,Matches,f2c1300a
301,Huguinho,br BRA,MF,Botafogo–RJ,17,2007,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches,9368b299
302,Hulk,br BRA,FWMF,Atlético Mineiro,38,1986,27.1,9,0,0,40,66,10,89,1,8,,,0,Matches,33a1f72e
303,José Hurtado,ec ECU,DF,RB Bragantino,23,2001,20.7,2,1,0,28,9,0,59,21,27,,,0,Matches,cb067e96
304,Hyan,br BRA,MF,Santos,20,2004,0.2,0,0,0,2,1,0,0,1,1,,,0,Matches,37f34760
305,Hyoran,br BRA,MFFW,Sport Recife,31,1993,4.5,2,0,0,15,7,1,30,1,4,,,0,Matches,ffb88c28
306,Iago,br BRA,DF,Flamengo,19,2005,1.0,1,0,0,1,0,0,0,0,0,,,0,Matches,f76a981b
307,Iago,br BRA,DFMF,Bahia,27,1997,7.0,2,0,0,9,3,1,19,4,11,,,0,Matches,054849d2
308,Ignácio,br BRA,DF,Fluminense,28,1996,12.7,2,1,0,24,17,0,0,14,15,,,0,Matches,2e005e3b
309,Juan Ignacio Dinenno,ar ARG,FW,Cruzeiro,30,1994,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,fc2c5692
310,Juan Ignacio Dinenno,ar ARG,FW,São Paulo,30,1994,2.9,2,0,0,6,3,0,1,0,1,,,0,Matches,fc2c5692
311,Juan Ignacio Ramírez,uy URU,FW,Sport Recife,27,1997,3.2,1,0,0,7,2,1,0,0,1,,,0,Matches,ad513a6b
312,Isaac,br BRA,FW,Atlético Mineiro,20,2004,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches,f689c342
313,Isaque,br BRA,MF,Fluminense,17,2007,0.2,0,0,0,0,1,0,0,0,1,,,0,Matches,7d20cf39
314,Mateus Iseppe,br BRA,MF,Atlético Mineiro,18,2006,0.0,0,0,0,0,1,0,0,0,1,,,0,Matches,80d18f26
315,Ismael,pt POR,MF,Vitória,25,1999,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,0ea6e37d
316,Zé Ivaldo,br BRA,DF,Santos,27,1997,20.0,8,1,1,23,16,2,5,21,24,,,0,Matches,5b6e7010
317,Ivan,br BRA,GK,Internacional,27,1997,6.5,2,0,0,0,1,0,0,0,0,,,0,Matches,43895807
318,Leo Jacó,br BRA,FW,Vasco da Gama,19,2005,0.2,0,0,0,4,1,0,0,0,1,,,0,Matches,1d5d1d4a
319,Jadson,br BRA,MF,Juventude,31,1993,31.5,9,0,0,46,52,2,24,37,24,,,0,Matches,05748af4
320,Jair,br BRA,MF,Vasco da Gama,30,1994,6.2,3,0,0,13,11,0,3,9,9,,,0,Matches,f3466edc
321,Jamerson,br BRA,DF,Vitória,26,1998,11.4,0,0,0,10,7,0,66,13,19,,,0,Matches,7910d817
322,Janderson,br BRA,FWMF,Vitória,25,1999,8.1,3,0,0,16,6,4,5,2,5,,,0,Matches,8b89c34e
323,Jandrei,br BRA,GK,Juventude,31,1993,19.0,4,0,0,0,3,0,0,0,0,,,0,Matches,85ea4399
324,Jardiel,br BRA,FW,Grêmio,19,2005,0.5,0,0,0,0,1,1,0,0,0,,,0,Matches,b9047077
325,Léo Jardim,br BRA,GK,Vasco da Gama,29,1995,35.9,2,1,1,0,9,0,0,0,1,,,1,Matches,f5dfc256
326,Jeffinho,br BRA,MF,Botafogo–RJ,25,1999,7.6,0,1,0,13,9,1,12,7,9,,,0,Matches,45cce300
327,Jefinho,br BRA,MF,Sport Recife,18,2006,0.3,0,0,0,0,1,0,0,1,0,,,0,Matches,0215603b
328,Jefté,br BRA,MFDF,Palmeiras,21,2003,8.5,0,0,0,8,3,2,18,7,9,,,0,Matches,94217eae
329,Jemerson,br BRA,DF,Grêmio,32,1992,8.6,3,0,0,14,3,0,0,12,12,,,0,Matches,7cab69b5
330,Jemmes,br BRA,DF,Mirassol,24,2000,36.4,3,0,0,34,12,2,1,42,46,,,0,Matches,341cadaf
331,Igor Jesus,br BRA,FWMF,Botafogo–RJ,23,2001,9.7,0,0,0,9,26,1,4,0,2,,,0,Matches,dbe24cce
332,Maykon Jesus,br BRA,DFMF,Vitória,19,2005,8.5,1,0,0,16,9,0,32,6,10,,,0,Matches,37ef00eb
333,Jhon Jhon,br BRA,MF,RB Bragantino,22,2002,31.6,11,0,0,44,64,2,177,15,24,,,0,Matches,f82517a8
334,John,br BRA,GK,Botafogo–RJ,28,1996,17.0,2,0,0,1,3,0,0,1,1,,,0,Matches,33a235af
335,Felipe Jonatan,br BRA,DF,Mirassol,26,1998,4.9,0,0,0,7,2,0,29,3,2,,,0,Matches,0102ca7f
336,Jonathan,br BRA,DF,Cruzeiro,20,2004,8.9,1,1,0,17,3,1,2,10,10,,,0,Matches,a25c009d
337,Kaio Jorge,br BRA,FW,Cruzeiro,23,2002,28.8,4,1,0,37,47,7,17,6,10,,,0,Matches,0cf465f2
338,Jorginho,it ITA,MF,Flamengo,33,1991,15.1,5,0,0,22,11,0,9,19,14,,,0,Matches,45db685d
339,José,br BRA,MF,Cruzeiro,19,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,59b55d8c
340,Willian José,br BRA,FW,Bahia,33,1991,23.5,3,0,0,12,21,3,9,5,9,,,0,Matches,d87e2cae
341,Joshua,br BRA,MF,Flamengo,17,2007,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches,04347cef
342,Luciano Juba,br BRA,DF,Bahia,25,1999,32.0,2,0,0,22,17,1,134,39,29,,,1,Matches,c2abc321
343,Juninho,br BRA,FW,Flamengo,28,1996,4.2,0,0,0,8,4,4,0,1,5,,,0,Matches,d51bd6c5
344,Juninho,br BRA,DF,Internacional,29,1995,16.7,6,0,0,14,11,0,1,23,14,,,0,Matches,72c01cfb
345,Kauê Junior,br BRA,FW,Bahia,15,2009,0.0,0,0,0,1,2,0,0,0,0,,,0,Matches,1c8f7804
346,Robinho Junior,br BRA,MFFW,Santos,17,2007,3.9,0,0,0,3,5,0,12,1,6,,,0,Matches,5042b172
347,Wanderson Junior,br BRA,DF,Flamengo,17,2007,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,1d8e0299
348,Lucas Kal,br BRA,MFDF,Sport Recife,28,1996,9.6,1,0,0,11,2,0,4,10,5,,,1,Matches,33ed689d
349,Walter Kannemann,ar ARG,DF,Grêmio,33,1991,19.1,8,1,0,24,13,0,2,23,11,,,0,Matches,5b37f2f8
350,Kanu,br BRA,DF,Bahia,27,1997,5.7,0,1,0,4,6,0,0,7,6,,,0,Matches,fefa9b9a
351,Kauê,br BRA,GK,Corinthians,20,2004,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,456ce27f
352,Kayke,br BRA,MFFW,Corinthians,20,2004,4.0,0,0,0,5,4,2,11,2,1,,,0,Matches,ce705c56
353,Kayke,br BRA,FW,Fortaleza,18,2006,0.3,0,0,0,2,1,1,0,0,1,,,0,Matches,ac0a127f
354,Renato Kayser,br BRA,FW,Vitória,28,1996,23.1,3,0,0,38,54,18,7,5,5,,,0,Matches,c7495dda
355,Kenji,br BRA,FW,Cruzeiro,19,2006,0.4,0,0,0,0,3,1,0,1,0,,,0,Matches,492ade3c
356,John Kennedy,br BRA,FW,Fluminense,22,2002,7.0,1,0,0,9,13,4,3,2,1,,,0,Matches,132880e0
357,Keno,br BRA,MF,Fluminense,35,1989,5.7,1,0,0,6,21,0,11,0,7,,,0,Matches,98558c11
358,Kevyson,br BRA,MF,Santos,20,2004,0.2,0,0,0,0,1,0,1,0,0,,,0,Matches,1115f8aa
359,Kevyson,br BRA,DF,Sport Recife,20,2004,3.0,3,0,0,8,1,0,11,5,6,,,0,Matches,1115f8aa
360,Khellven,br BRA,DFMF,Palmeiras,23,2001,10.8,1,0,0,26,9,0,29,11,10,,,0,Matches,cf18ab1b
361,Gabriel Knesowitsch,br BRA,DF,Mirassol,21,2003,4.0,0,0,0,1,3,0,0,2,3,,,0,Matches,11cc9108
362,Benjamín Kuscevic,cl CHI,DF,Fortaleza,28,1996,19.0,3,1,0,23,4,0,2,16,24,,,0,Matches,9edddc34
363,Derik Lacerda,br BRA,FW,Sport Recife,25,1999,16.1,8,0,0,26,25,9,3,8,6,,,0,Matches,d028bfe9
364,Ignacio Laquintana,uy URU,MF,RB Bragantino,25,1999,11.3,1,0,0,8,9,9,42,10,8,,,0,Matches,2517fe3c
365,Larson,br BRA,MF,Palmeiras,19,2005,0.8,1,0,0,5,2,0,0,0,3,,,0,Matches,93175c23
366,Joaquín Lavega,uy URU,FW,Fluminense,19,2005,0.7,0,0,0,0,4,1,5,0,0,,,0,Matches,c67a5e1d
367,Leandrinho,br BRA,DF,Vasco da Gama,19,2005,0.6,0,0,0,0,2,0,1,0,0,,,0,Matches,c27450ec
368,Helton Leite,br BRA,GK,Fortaleza,34,1990,4.0,0,0,0,0,1,0,0,0,0,,,0,Matches,e8918589
369,Lelê,br BRA,FW,Ceará,27,1997,1.2,0,0,0,5,4,0,0,0,0,,,0,Matches,467aed9b
370,Mauricio Lemos,uy URU,DF,Vasco da Gama,29,1995,2.7,0,0,0,1,0,0,0,4,1,,,0,Matches,dbe5a587
371,Rubén Lezcano,py PAR,MF,Fluminense,20,2004,0.6,0,0,0,0,4,0,1,1,0,,,0,Matches,d5351e90
372,Lima,br BRA,MF,Fluminense,28,1996,12.2,3,0,0,20,31,1,13,10,9,,,0,Matches,d215c7de
